logFC	AveExpr	t	P.Value	adj.P.Val	B	PP2_Hom_96_d14_1	PP2_Hom_96_d14_2	PP2_Hom_120_d14_1	PP2_Hom_120_d14_2	PP2_WT_d14_1	PP2_WT_d14_2
TFAP2B	-6.70381702113667	8.90058010467764	-23.9381151072291	2.66591222708725e-09	5.65280028631581e-05	11.0326583917124	10.9443433337568	11.1176436052176	11.1847042855726	11.2940518890125	4.46241029945388	4.40032721505251
A_33_P3312342	6.77057866003668	6.7917917844868	20.7556362083849	9.14404277400736e-09	7.95922933313692e-05	10.1924619443667	4.15417497705198	4.94087443540588	4.51631410745988	4.52836540464722	11.1008974599797	11.5101243223762
C11orf96	-6.80136024374707	10.4353455247262	-20.2600137539185	1.12609356722367e-08	7.95922933313692e-05	10.0417008549049	12.3702132511771	12.4105426502182	13.2011558873405	12.8279506351649	5.84012304678182	5.96208767767443
NKX6-1	6.34252113578354	7.29171552931019	19.2951930309416	1.71354695849598e-08	9.08351242698719e-05	9.73033395644419	5.4854230634956	5.41425845215035	5.10406962750537	4.70641612637805	11.6521851080084	11.3879407983234
CXCL14	-6.38432250577608	13.9708050582611	-18.5010937172428	2.45830351379241e-08	0.000104251735412909	9.45492397030203	16.246831090103	16.3874324783389	15.5689142054831	16.192472466821	9.443099670883	9.98608043793782
CRABP1	-6.07181014086122	13.8823758345069	-17.6658386252858	3.65246254246775e-08	0.000109313056788973	9.14484501962933	15.6368824656074	15.5499653424567	16.42399490647	16.014407477975	9.67348820249588	9.99551661203625
GC	5.6226760512367	6.49215842242247	17.3325743709407	4.29893660905142e-08	0.000109313056788973	9.01487208486496	5.12953424907651	4.35160959143898	4.54649098854064	4.4440974589848	10.3185696339384	10.1626486125554
PTF1A	6.64887875831526	6.79142283849952	17.1347550098621	4.74225709449447e-08	0.000109313056788973	8.93595182638401	4.52572553508454	4.86579008172639	4.6990465881446	4.20995747128887	10.6429834727432	11.8050338820095
HTRA1	-5.32964061692085	12.3602370040373	-17.1238296065768	4.76818125283093e-08	0.000109313056788973	8.93155392596425	14.081593758557	13.7590600699959	14.2672517410708	14.439229935753	8.68877015686297	8.92551636198375
SSTR2	5.03432957403756	10.062284552888	16.9681153397641	5.15530356484498e-08	0.000109313056788973	8.86842093963689	8.55690120657177	8.02511855434239	8.47905026923386	8.47562874935403	13.3824585318366	13.4545500059896
COL13A1	-4.79850543069424	8.20046306673631	-16.5888472900523	6.25279854920378e-08	0.000120531218579379	8.71104475597744	9.99126156129035	9.72774964433241	9.719055246333	9.76179305591514	4.80406571820424	5.19885317434272
